
Windows PowerShell

Try the new cross-platform PowerShell https://aka.ms/pscore6

PS C:\Users\aziub\Downloads\LatticeBoltzmannDemo> & "C:/Program Files/Python310/python.exe" c:/Users/aziub/Downloads/LatticeBoltzmannDemo/LatticeBoltzmannDemo.py
(18.027763 frames per second)
         668688 function calls (636552 primitive calls) in 5.554 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      102    0.000    0.000    0.003    0.000 core.py:6566(is_masked)
      408    0.000    0.000    0.000    0.000 image.py:745(get_interpolation)
      774    0.000    0.000    0.000    0.000 deprecation.py:419(<genexpr>)
      262    0.000    0.000    0.001    0.000 artist.py:193(convert_xunits)
        4    0.000    0.000    0.147    0.037 axis.py:1133(draw)
       12    0.000    0.000    0.004    0.000 patches.py:598(draw)
      676    0.000    0.000    0.000    0.000 artist.py:818(get_visible)
      983    0.000    0.000    0.000    0.000 font_manager.py:748(get_stretch)
        8    0.000    0.000    0.045    0.006 axis.py:1068(<listcomp>)
      983    0.000    0.000    0.000    0.000 font_manager.py:726(get_style)
      103    0.000    0.000    0.002    0.000 fromnumeric.py:2268(any)
        3    0.000    0.000    0.000    0.000 function_base.py:23(linspace)
       80    0.000    0.000    0.001    0.000 ticker.py:663(__call__)
      940    0.000    0.000    0.000    0.000 fromnumeric.py:2633(_amax_dispatcher)
       53    0.000    0.000    0.000    0.000 path.py:190(_update_values)
      703    0.000    0.000    0.000    0.000 font_manager.py:1160(score_style)
      102    0.000    0.000    0.002    0.000 core.py:1540(_shrink_mask)
      102    0.000    0.000    0.014    0.000 image.py:733(set_array)
      983    0.000    0.000    0.000    0.000 font_manager.py:733(get_variant)
       44    0.000    0.000    0.001    0.000 transforms.py:1587(transform_path_non_affine)
      236    0.000    0.000    0.000    0.000 artist.py:583(get_url)
      102    0.000    0.000    0.000    0.000 _ufunc_config.py:425(__init__)
     1204    0.000    0.000    0.000    0.000 inspect.py:2682(default)
      103    0.000    0.000    0.002    0.000 <__array_function__ internals>:2(any)
       80    0.000    0.000    0.000    0.000 deprecation.py:476(deprecate_method_override)
       48    0.000    0.000    0.000    0.000 text.py:1219(_preprocess_math)
      112    0.000    0.000    0.000    0.000 font_manager.py:804(set_variant)
        8    0.000    0.000    0.002    0.000 axis.py:2268(get_tick_space)
      102    0.000    0.000    0.000    0.000 core.py:3085(<listcomp>)
      408    0.000    0.000    0.000    0.000 image.py:817(get_filternorm)
      154    0.000    0.000    0.002    0.000 _methods.py:42(_amin)
       32    0.000    0.000    0.002    0.000 text.py:272(update_from)
       64    0.000    0.000    0.002    0.000 font_manager.py:930(copy)
      204    0.000    0.000    0.000    0.000 image.py:961(get_extent)
        8    0.000    0.000    0.005    0.001 axis.py:1262(get_minorticklocs)
        8    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.point_in_path}
      703    0.000    0.000    0.000    0.000 font_manager.py:756(get_size)
    72/34    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       32    0.000    0.000    0.000    0.000 transforms.py:2701(__init__)
      703    0.000    0.000    0.000    0.000 font_manager.py:1224(score_size)
       27    0.000    0.000    0.000    0.000 transforms.py:392(bounds)
       64    0.000    0.000    0.000    0.000 text.py:1187(set_verticalalignment)
       96    0.000    0.000    0.001    0.000 artist.py:713(set_figure)
       16    0.000    0.000    0.001    0.000 axis.py:1310(_get_tick_label_size)
       64    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
      349    0.000    0.000    0.000    0.000 figure.py:2362(_get_dpi)
      262    0.000    0.000    0.000    0.000 artist.py:205(convert_yunits)
      102    0.000    0.000    0.002    0.000 core.py:294(minimum_fill_value)
       55    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(reshape)
       16    0.000    0.000    0.002    0.000 transforms.py:1393(__sub__)
       80    0.000    0.000    0.000    0.000 ticker.py:628(_format_maybe_minus_and_locale)
       16    0.000    0.000    0.000    0.000 __init__.py:590(__setitem__)
        8    0.000    0.000    0.018    0.002 axis.py:419(__init__)
      703    0.000    0.000    0.000    0.000 font_manager.py:1177(score_variant)
       48    0.000    0.000    0.001    0.000 lines.py:1045(set_color)
       32    0.000    0.000    0.001    0.000 transforms.py:2716(_revalidate)
      728    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       48    0.000    0.000    0.001    0.000 lines.py:1203(set_markerfacecolor)
       64    0.000    0.000    0.000    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
        8    0.000    0.000    0.000    0.000 spines.py:229(_adjust_location)
      194    0.000    0.000    0.002    0.000 _methods.py:38(_amax)
       48    0.000    0.000    0.000    0.000 lines.py:1358(set_dash_capstyle)
      306    0.000    0.000    0.000    0.000 image.py:800(get_resample)
      107    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       96    0.000    0.000    0.000    0.000 transforms.py:2178(<lambda>)
      192    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
      104    0.000    0.000    0.000    0.000 __init__.py:1910(__init__)
      224    0.000    0.000    0.000    0.000 font_manager.py:1009(_normalize_font_family)
       80    0.000    0.000    0.001    0.000 colors.py:137(is_color_like)
       48    0.000    0.000    0.000    0.000 lines.py:726(set_transform)
       16    0.000    0.000    0.009    0.001 ticker.py:2262(__call__)
      148    0.000    0.000    0.000    0.000 text.py:1141(set_x)
       32    0.000    0.000    0.001    0.000 text.py:929(set_color)
       48    0.000    0.000    0.000    0.000 lines.py:1093(set_linewidth)
       80    0.000    0.000    0.001    0.000 colors.py:150(_check_color_like)
      102    0.000    0.000    0.000    0.000 _internal.py:304(data)
      112    0.000    0.000    0.000    0.000 font_manager.py:781(set_family)
      204    0.000    0.000    0.000    0.000 core.py:1812(_check_mask_axis)
       64    0.000    0.000    0.002    0.000 axis.py:1987(getter)
      280    0.000    0.000    0.000    0.000 backend_bases.py:1011(get_hatch)
      140    0.000    0.000    0.000    0.000 transforms.py:2218(get_affine)
      265    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      280    0.000    0.000    0.000    0.000 backend_bases.py:988(set_url)
       32    0.000    0.000    0.000    0.000 transforms.py:2638(__init__)
       64    0.000    0.000    0.000    0.000 lines.py:949(_get_markerfacecolor)
       48    0.000    0.000    0.001    0.000 text.py:236(get_rotation)
       16    0.000    0.000    0.004    0.000 axis.py:1322(_copy_tick_props)
        2    0.000    0.000    0.002    0.001 _base.py:2781(_update_title_position)
      258    0.000    0.000    0.000    0.000 inspect.py:2770(__init__)
       19    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
      204    0.000    0.000    0.000    0.000 cm.py:374(get_array)
       16    0.000    0.000    0.008    0.001 ticker.py:2266(tick_values)
      280    0.000    0.000    0.000    0.000 backend_bases.py:792(restore)
        1    0.000    0.000    0.000    0.000 {built-in method nt.stat}
        8    0.000    0.000    0.049    0.006 axis.py:1352(get_major_ticks)
       51    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(concatenate)
       32    0.000    0.000    0.002    0.000 lines.py:1159(set_marker)
      102    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       12    0.000    0.000    0.002    0.000 patches.py:772(get_patch_transform)
      148    0.000    0.000    0.000    0.000 text.py:1152(set_y)
       80    0.000    0.000    0.000    0.000 artist.py:377(set_transform)
       55    0.000    0.000    0.001    0.000 fromnumeric.py:198(reshape)
       32    0.000    0.000    0.002    0.000 text.py:1240(set_fontproperties)
       84    0.000    0.000    0.000    0.000 ticker.py:292(fix_minus)
      280    0.000    0.000    0.000    0.000 backend_bases.py:874(get_snap)
        4    0.000    0.000    0.002    0.000 _base.py:1684(apply_aspect)
       43    0.000    0.000    0.002    0.000 transforms.py:820(from_bounds)
      102    0.000    0.000    0.000    0.000 transforms.py:2648(get_matrix)
        8    0.000    0.000    0.001    0.000 _base.py:931(get_yaxis_text1_transform)
      280    0.000    0.000    0.000    0.000 backend_bases.py:1022(get_hatch_color)
      360    0.000    0.000    0.000    0.000 font_manager.py:762(get_size_in_points)
      306    0.000    0.000    0.000    0.000 multiarray.py:613(min_scalar_type)
    72/40    0.000    0.000    0.000    0.000 _base.py:831(get_xaxis_transform)
       48    0.000    0.000    0.000    0.000 lines.py:1058(set_drawstyle)
       16    0.000    0.000    0.001    0.000 ticker.py:263(<listcomp>)
       16    0.000    0.000    0.000    0.000 _methods.py:274(_ptp)
       48    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(broadcast_arrays)
      204    0.000    0.000    0.000    0.000 artist.py:1005(set_animated)
      159    0.000    0.000    0.000    0.000 __init__.py:153(<genexpr>)
       80    0.000    0.000    0.001    0.000 artist.py:993(set_visible)
      196    0.000    0.000    0.000    0.000 text.py:1201(set_text)
       48    0.000    0.000    0.000    0.000 lines.py:641(set_data)
      174    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FFD156FA920}      
       32    0.000    0.000    0.001    0.000 lines.py:702(_transform_path)
      102    0.000    0.000    0.001    0.000 core.py:345(maximum_fill_value)
       96    0.000    0.000    0.000    0.000 lines.py:66(_scale_dashes)
      204    0.000    0.000    0.000    0.000 backend_bases.py:918(set_clip_rectangle)
      104    0.000    0.000    0.000    0.000 scale.py:108(get_transform)
      505    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {method 'copy_from_bbox' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     16/8    0.000    0.000    0.001    0.000 transforms.py:2331(frozen)
       64    0.000    0.000    0.000    0.000 text.py:949(set_horizontalalignment)
       24    0.000    0.000    0.002    0.000 patches.py:271(get_transform)
      252    0.000    0.000    0.000    0.000 path.py:199(vertices)
        4    0.000    0.000    0.015    0.004 axis.py:1852(_get_tick_boxes_siblings)
      204    0.000    0.000    0.000    0.000 backend_agg.py:306(option_scale_image)
      140    0.000    0.000    0.000    0.000 figure.py:2365(_set_dpi)
       16    0.000    0.000    0.004    0.000 ticker.py:799(set_locs)
      206    0.000    0.000    0.000    0.000 artist.py:1090(get_zorder)
        8    0.000    0.000    0.027    0.003 axis.py:2327(_get_tick)
      320    0.000    0.000    0.000    0.000 artist.py:597(get_gid)
      104    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       28    0.000    0.000    0.001    0.000 transforms.py:1972(rotate_deg)
       32    0.000    0.000    0.000    0.000 text.py:253(set_rotation_mode)
       80    0.000    0.000    0.001    0.000 axis.py:306(set_label1)
       48    0.000    0.000    0.001    0.000 lines.py:1217(set_markerfacecoloralt)
      280    0.000    0.000    0.000    0.000 backend_bases.py:1034(get_sketch_params)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       76    0.000    0.000    0.000    0.000 transforms.py:2186(transform_non_affine)
       64    0.000    0.000    0.000    0.000 spines.py:549(__getattr__)
       48    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(column_stack)
      110    0.000    0.000    0.000    0.000 __init__.py:1582(getint_event)
       80    0.000    0.000    0.001    0.000 axis.py:319(set_label2)
      144    0.000    0.000    0.000    0.000 stride_tricks.py:540(<genexpr>)
      228    0.000    0.000    0.000    0.000 text.py:853(get_text)
        8    0.000    0.000    0.003    0.000 backend_bases.py:1326(__init__)
      104    0.000    0.000    0.000    0.000 __init__.py:4041(__str__)
       35    0.000    0.000    0.000    0.000 fromnumeric.py:2367(all)
      320    0.000    0.000    0.000    0.000 artist.py:1109(sticky_edges)
      134    0.000    0.000    0.000    0.000 artist.py:811(get_alpha)
       35    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(all)
      280    0.000    0.000    0.000    0.000 font_manager.py:894(get_math_fontfamily)
      280    0.000    0.000    0.000    0.000 backend_bases.py:1030(get_hatch_linewidth)
        2    0.000    0.000    0.011    0.005 axis.py:2349(_update_label_position)
       32    0.000    0.000    0.000    0.000 markers.py:254(__bool__)
        6    0.000    0.000    0.003    0.000 transforms.py:675(union)
      102    0.000    0.000    0.000    0.000 core.py:1419(getmaskarray)
       80    0.000    0.000    0.000    0.000 axis.py:343(_set_artist_props)
       48    0.000    0.000    0.000    0.000 stride_tricks.py:536(<listcomp>)
      120    0.000    0.000    0.000    0.000 transforms.py:2090(transform)
       96    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       48    0.000    0.000    0.000    0.000 shape_base.py:608(_column_stack_dispatcher)
        4    0.000    0.000    0.000    0.000 transforms.py:514(anchored)
       40    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(round_)
       64    0.000    0.000    0.000    0.000 __init__.py:1890(_str_lower_equal)
       48    0.000    0.000    0.000    0.000 lines.py:32(_get_dash_pattern)
        7    0.000    0.000    0.003    0.000 _backend_tk.py:255(motion_notify_event)
      112    0.000    0.000    0.000    0.000 font_manager.py:902(set_math_fontfamily)
        8    0.000    0.000    0.003    0.000 patches.py:166(contains_point)
       16    0.000    0.000    0.000    0.000 axis.py:212(apply_tickdir)
      281    0.000    0.000    0.000    0.000 font_manager.py:765(get_file)
       48    0.000    0.000    0.000    0.000 lines.py:1314(set_dash_joinstyle)
       60    0.000    0.000    0.001    0.000 font_manager.py:708(__eq__)
       96    0.000    0.000    0.000    0.000 axis.py:735(get_transform)
        3    0.000    0.000    0.000    0.000 function_base.py:1164(diff)
        2    0.000    0.000    0.198    0.099 _base.py:2839(draw)
       16    0.000    0.000    0.000    0.000 axis.py:200(_set_labelrotation)
      245    0.000    0.000    0.000    0.000 fromnumeric.py:3123(_ndim_dispatcher)
        7    0.000    0.000    0.002    0.000 backend_bases.py:1444(__init__)
      204    0.000    0.000    0.000    0.000 backend_bases.py:992(set_gid)
       48    0.000    0.000    0.000    0.000 lines.py:632(axes)
      204    0.000    0.000    0.000    0.000 backend_bases.py:467(get_image_magnification)
        7    0.000    0.000    0.003    0.000 backend_bases.py:1916(motion_notify_event)
      136    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        4    0.000    0.000    0.000    0.000 _base.py:4313(get_children)
       16    0.000    0.000    0.003    0.000 ticker.py:260(format_ticks)
        4    0.000    0.000    0.000    0.000 path.py:599(get_extents)
      4/2    0.000    0.000    0.198    0.099 image.py:114(_draw_list_compositing_images)
      112    0.000    0.000    0.000    0.000 artist.py:222(axes)
        8    0.000    0.000    0.000    0.000 _base.py:957(get_yaxis_text2_transform)
        4    0.000    0.000    0.000    0.000 _base.py:1670(get_data_ratio)
       16    0.000    0.000    0.000    0.000 fromnumeric.py:2539(ptp)
      258    0.000    0.000    0.000    0.000 inspect.py:2997(parameters)
       48    0.000    0.000    0.000    0.000 lines.py:1328(set_solid_joinstyle)
       44    0.000    0.000    0.000    0.000 backend_bases.py:973(set_joinstyle)
       10    0.000    0.000    0.000    0.000 __init__.py:1523(nametowidget)
        4    0.000    0.000    0.000    0.000 transforms.py:560(shrunk_to_aspect)
      121    0.000    0.000    0.000    0.000 fromnumeric.py:2042(_clip_dispatcher)
      160    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       40    0.000    0.000    0.000    0.000 fromnumeric.py:3220(around)
       48    0.000    0.000    0.000    0.000 lines.py:1372(set_solid_capstyle)
       40    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(around)
       32    0.000    0.000    0.001    0.000 transforms.py:2729(get_transformed_points_and_affine)
       12    0.000    0.000    0.002    0.000 backend_agg.py:133(draw_path)
       33    0.000    0.000    0.001    0.000 font_manager.py:674(_from_any)
       32    0.000    0.000    0.000    0.000 text.py:1044(set_fontsize)
        8    0.000    0.000    0.000    0.000 axis.py:1070(<listcomp>)
       84    0.000    0.000    0.000    0.000 transforms.py:1754(__array__)
      204    0.000    0.000    0.000    0.000 artist.py:837(get_clip_on)
    45/32    0.000    0.000    0.000    0.000 transforms.py:2340(_invalidate_internal)
      103    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
       64    0.000    0.000    0.000    0.000 text.py:25(_wrap_text)
       32    0.000    0.000    0.000    0.000 artist.py:1094(set_zorder)
       12    0.000    0.000    0.000    0.000 patches.py:764(_convert_units)
        1    0.000    0.000    0.002    0.002 colors.py:896(_init)
       48    0.000    0.000    0.000    0.000 lines.py:1231(set_markersize)
       16    0.000    0.000    0.000    0.000 artist.py:952(set_alpha)
        2    0.000    0.000    0.255    0.127 backend_agg.py:399(draw)
       48    0.000    0.000    0.000    0.000 lines.py:1188(set_markeredgewidth)
       80    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 getlimits.py:382(__new__)
        2    0.000    0.000    0.007    0.004 axis.py:2075(_update_label_position)
        7    0.000    0.000    0.001    0.000 backend_bases.py:3060(mouse_move)
       48    0.000    0.000    0.000    0.000 lines.py:496(set_pickradius)
      100    0.000    0.000    0.000    0.000 backend_bases.py:1203(_timer_set_interval)
       64    0.000    0.000    0.000    0.000 transforms.py:1330(_iter_break_from_left_to_right)
      138    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       32    0.000    0.000    0.000    0.000 markers.py:346(get_transform)
       40    0.000    0.000    0.001    0.000 fromnumeric.py:3730(round_)
       48    0.000    0.000    0.000    0.000 {built-in method math.log10}
        2    0.000    0.000    0.253    0.127 figure.py:2766(draw)
       32    0.000    0.000    0.000    0.000 ticker.py:2049(closeto)
       48    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
        8    0.000    0.000    0.000    0.000 markers.py:683(_set_tickleft)
       48    0.000    0.000    0.000    0.000 text.py:247(get_transform_rotates_text)
       44    0.000    0.000    0.000    0.000 backend_bases.py:902(set_antialiased)
       32    0.000    0.000    0.000    0.000 backend_agg.py:265(get_canvas_width_height)
       44    0.000    0.000    0.000    0.000 backend_bases.py:907(set_capstyle)
       16    0.000    0.000    0.000    0.000 transforms.py:2422(__init__)
       12    0.000    0.000    0.000    0.000 transforms.py:2546(__init__)
       32    0.000    0.000    0.000    0.000 lines.py:923(get_markeredgecolor)
       32    0.000    0.000    0.000    0.000 text.py:1254(set_usetex)
        8    0.000    0.000    0.000    0.000 _base.py:855(get_xaxis_text1_transform)
       18    0.000    0.000    0.000    0.000 axis.py:1940(<genexpr>)
        8    0.000    0.000    0.001    0.000 path.py:494(contains_point)
       12    0.000    0.000    0.001    0.000 patches.py:854(get_bbox)
       12    0.000    0.000    0.000    0.000 figure.py:69(as_list)
       48    0.000    0.000    0.000    0.000 lines.py:1173(set_markeredgecolor)
       64    0.000    0.000    0.000    0.000 backend_agg.py:282(points_to_pixels)
       20    0.000    0.000    0.000    0.000 spines.py:556(__getitem__)
      204    0.000    0.000    0.000    0.000 artist.py:841(get_clip_box)
       12    0.000    0.000    0.000    0.000 patches.py:282(get_patch_transform)
        8    0.000    0.000    0.045    0.006 axis.py:1066(_get_tick_bboxes)
       48    0.000    0.000    0.000    0.000 lines.py:1033(set_antialiased)
        1    0.000    0.000    0.052    0.052 animation.py:979(_start)
        8    0.000    0.000    0.000    0.000 axis.py:521(apply_tickdir)
        8    0.000    0.000    0.003    0.000 spines.py:287(draw)
        1    0.000    0.000    0.014    0.014 _backend_tk.py:450(show)
       60    0.000    0.000    0.000    0.000 {built-in method math.sin}
        2    0.000    0.000    0.001    0.001 figure.py:220(_get_draw_artists)
       16    0.000    0.000    0.000    0.000 ticker.py:2059(le)
        6    0.000    0.000    0.001    0.000 transforms.py:680(<listcomp>)
       12    0.000    0.000    0.001    0.000 transforms.py:1992(rotate_deg_around)
       60    0.000    0.000    0.000    0.000 {built-in method math.cos}
       12    0.000    0.000    0.000    0.000 spines.py:134(get_patch_transform)
        8    0.000    0.000    0.003    0.000 backend_bases.py:1986(inaxes)
      112    0.000    0.000    0.000    0.000 font_manager.py:874(set_file)
       16    0.000    0.000    0.000    0.000 ticker.py:2038(__init__)
       64    0.000    0.000    0.000    0.000 spines.py:200(_ensure_position_is_set)
        3    0.000    0.000    0.000    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
       92    0.000    0.000    0.000    0.000 {built-in method math.radians}
       44    0.000    0.000    0.000    0.000 backend_bases.py:984(set_linewidth)
       10    0.000    0.000    0.000    0.000 weakref.py:69(__call__)
       32    0.000    0.000    0.001    0.000 lines.py:717(_get_transformed_path)
       48    0.000    0.000    0.000    0.000 lines.py:541(set_markevery)
        8    0.000    0.000    0.000    0.000 markers.py:689(_set_tickright)
      136    0.000    0.000    0.000    0.000 path.py:213(codes)
        8    0.000    0.000    0.003    0.000 backend_bases.py:2000(<listcomp>)
        8    0.000    0.000    0.000    0.000 patches.py:124(_process_radius)
        8    0.000    0.000    0.018    0.002 axis.py:2054(_get_tick)
      102    0.000    0.000    0.000    0.000 numeric.py:214(_ones_like_dispatcher)
       27    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       96    0.000    0.000    0.000    0.000 markers.py:260(get_fillstyle)
       16    0.000    0.000    0.000    0.000 transforms.py:2457(get_matrix)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(ptp)
       48    0.000    0.000    0.000    0.000 font_manager.py:1109(get_default_size)
       20    0.000    0.000    0.000    0.000 text.py:1130(set_position)
       16    0.000    0.000    0.002    0.000 lines.py:1016(get_path)
        6    0.000    0.000    0.001    0.000 transforms.py:683(<listcomp>)
       32    0.000    0.000    0.000    0.000 transforms.py:2756(get_affine)
      102    0.000    0.000    0.000    0.000 {method 'interpaddr' of '_tkinter.tkapp' objects}
        8    0.000    0.000    0.005    0.001 axis.py:1258(get_majorticklocs)
    72/34    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 figure.py:2605(set_size_inches)
        6    0.000    0.000    0.001    0.000 transforms.py:681(<listcomp>)
      103    0.000    0.000    0.000    0.000 fromnumeric.py:2263(_any_dispatcher)
        1    0.000    0.000    0.054    0.054 _backend_tk.py:213(resize)
        3    0.000    0.000    0.000    0.000 __init__.py:233(disconnect)
       16    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
       96    0.000    0.000    0.000    0.000 text.py:1268(get_usetex)
       80    0.000    0.000    0.000    0.000 __init__.py:1805(<listcomp>)
      160    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       65    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        8    0.000    0.000    0.000    0.000 axis.py:518(_get_text2_transform)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nonzero)
       16    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.270    0.135 backend_tkagg.py:8(draw)
        1    0.000    0.000    0.052    0.052 animation.py:1283(_on_resize)
        8    0.000    0.000    0.000    0.000 _base.py:881(get_xaxis_text2_transform)
       16    0.000    0.000    0.000    0.000 ticker.py:2066(ge)
        6    0.000    0.000    0.001    0.000 transforms.py:682(<listcomp>)
        1    0.000    0.000    5.554    5.554 backend_bases.py:3561(show)
       12    0.000    0.000    0.000    0.000 patches.py:760(get_path)
        4    0.000    0.000    0.000    0.000 backend_bases.py:3017(_wait_cursor_for_draw_cm)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        8    0.000    0.000    0.001    0.000 axis.py:515(_get_text1_transform)
      116    0.000    0.000    0.000    0.000 backend_bases.py:175(open_group)
      102    0.000    0.000    0.000    0.000 multiarray.py:498(can_cast)
       76    0.000    0.000    0.000    0.000 artist.py:706(get_path_effects)
       12    0.000    0.000    0.000    0.000 units.py:58(_is_natively_supported)
      116    0.000    0.000    0.000    0.000 backend_bases.py:182(close_group)
        8    0.000    0.000    0.000    0.000 axis.py:454(apply_tickdir)
       20    0.000    0.000    0.000    0.000 {method 'getboolean' of '_tkinter.tkapp' objects}
       16    0.000    0.000    0.000    0.000 ticker.py:1731(raise_if_exceeds)
       32    0.000    0.000    0.000    0.000 {method 'get_width_height' of 'matplotlib.ft2font.FT2Font' objects} 
        1    0.000    0.000    0.000    0.000 backend_bases.py:2057(get_width_height)
        4    0.000    0.000    0.000    0.000 transforms.py:1037(set)
       51    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        8    0.000    0.000    0.000    0.000 markers.py:703(_set_tickdown)
        4    0.000    0.000    0.000    0.000 _base.py:1045(_set_position)
       20    0.000    0.000    0.000    0.000 _collections_abc.py:920(__iter__)
       80    0.000    0.000    0.000    0.000 axis.py:290(get_loc)
       16    0.000    0.000    0.000    0.000 axis.py:225(get_tick_padding)
        1    0.000    0.000    0.000    0.000 ntpath.py:463(normpath)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1361(_update_enter_leave)
        8    0.000    0.000    0.000    0.000 figure.py:2342(get_axes)
       80    0.000    0.000    0.000    0.000 __init__.py:1810(<listcomp>)
       84    0.000    0.000    0.000    0.000 path.py:244(should_simplify)
       55    0.000    0.000    0.000    0.000 fromnumeric.py:193(_reshape_dispatcher)
        6    0.000    0.000    0.000    0.000 axis.py:1924(_get_ticks_position)
        8    0.000    0.000    0.000    0.000 transforms.py:259(frozen)
       16    0.000    0.000    0.000    0.000 transforms.py:1850(inverted)
        6    0.000    0.000    0.001    0.000 text.py:223(_get_xy_display)
        8    0.000    0.000    0.000    0.000 text.py:365(<listcomp>)
       44    0.000    0.000    0.000    0.000 backend_bases.py:996(set_snap)
        2    0.000    0.000    0.053    0.026 backend_bases.py:1788(draw_event)
        2    0.000    0.000    0.270    0.135 _backend_tk.py:238(idle_draw)
        4    0.000    0.000    0.000    0.000 ticker.py:771(get_offset)
       30    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       16    0.000    0.000    0.000    0.000 text.py:230(_get_multialignment)
        8    0.000    0.000    0.000    0.000 markers.py:697(_set_tickup)
       80    0.000    0.000    0.000    0.000 fromnumeric.py:3216(_around_dispatcher)
       32    0.000    0.000    0.000    0.000 text.py:735(get_color)
        7    0.000    0.000    0.001    0.000 _backend_tk.py:565(set_message)
        7    0.000    0.000    0.000    0.000 backend_bases.py:2999(_update_cursor)
       11    0.000    0.000    0.000    0.000 backend_bases.py:1244(__init__)
       64    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}      
        2    0.000    0.000    0.000    0.000 _base.py:2893(<listcomp>)
       84    0.000    0.000    0.000    0.000 path.py:232(simplify_threshold)
        6    0.000    0.000    0.000    0.000 axis.py:2228(get_ticks_position)
       44    0.000    0.000    0.000    0.000 artist.py:650(get_sketch_params)
       48    0.000    0.000    0.000    0.000 __init__.py:1654(<lambda>)
       10    0.000    0.000    0.000    0.000 __init__.py:1566(_root)
       32    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}       32    0.000    0.000    0.000    0.000 markers.py:286(get_capstyle)
        1    0.000    0.000    0.052    0.052 backend_bases.py:1794(resize_event)
        2    0.000    0.000    0.000    0.000 axis.py:2391(_update_offset_text_position)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
       48    0.000    0.000    0.000    0.000 markers.py:372(_set_nothing)
       12    0.000    0.000    0.000    0.000 axis.py:1494(convert_units)
        7    0.000    0.000    0.000    0.000 enum.py:443(__members__)
       17    0.000    0.000    0.000    0.000 backend_bases.py:1733(<lambda>)
        1    0.000    0.000    0.000    0.000 ntpath.py:638(realpath)
       12    0.000    0.000    0.000    0.000 artist.py:611(get_snap)
        2    0.000    0.000    0.001    0.000 axis.py:2118(_update_offset_text_position)
       48    0.000    0.000    0.000    0.000 stride_tricks.py:474(_broadcast_arrays_dispatcher)
        8    0.000    0.000    0.000    0.000 axis.py:1365(get_minor_ticks)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:836(values)
       36    0.000    0.000    0.000    0.000 axis.py:573(formatter)
        3    0.000    0.000    0.000    0.000 __init__.py:1497(_options)
        2    0.000    0.000    0.000    0.000 figure.py:299(get_children)
